,Id,EssaySet,Score1,Score2,EssayText,split,llm
870,17576,7,1,1,"Rose works hard to help her family. Rose is easily pressured from all the work she has to complete. Rose does not want to work as hard, to experience more childhood dreams. She is very concealing of her true feelings and tries to agree with others in her family not wanting to disappoint them. This feeling is evident when she speaks with Anna, trying to laugh at her own joke. Rose's fake laughter amplifies her true feelings.",train,The answer provided is quite
873,17829,7,0,0,"I believe she could be seen as a patient person. Because in both conversations she listens to anna and her aunt, and then gives her opinion on the issue at hand.",train,Score: 2
874,18222,7,1,1,"One trait Rose has is that she is a hard worker. She has to work, go to school, and fine time to do homwork, but she gets is done.",train,Score: 1.
875,17064,7,0,0,that they were fighting about something and then they didnt want that conversation to go any further.,train,The answer provided does not
876,17099,7,0,0,It says in the text that her aunt's offer had somehow made her feel lighter like that the pressure had been lifted.,train,Score: 1
877,17062,7,2,2,"She is a hardworker because she holds a job, does well in school, and helps take care of the family.",train,Score: 1.
879,18701,7,0,0,"She is a very busy person in the story.  She is constantlydoing something to help, wether it be school or family.  'From school she'd gone straight to the restaurant to work a four-hour shift, then straight home to hel Aunt Kolab prepare a quick supper.  After that it was time to do homework.' (Paragraph 2).",train,The answer provides a clear
880,18540,7,0,0,one trait is that she is really nice she said 'as gently as she could',train,Score: 1.
881,17008,7,0,0,Money isx Tha Motive !,train,Score: 0
882,18615,7,0,0,"* Its like she wants to keep her true feelings inside,and have her two family members thinking everything is okay. DETAIL FROM STORY:*Rose didn't answer. If she told the truth, she would hurt her aunt.",train,Score: 2
883,18627,7,0,0,"She feels like she isn't ready to have someone else's fate in her hands.  when she talked to Aunt Kolab, she didn't talk, but she did agree that she felt weighted down by all the responsobility, and soon after was grateful that she had talked about it.",train,The answer provides a clear
884,18570,7,0,0,Rose is stressed and scared. That is why she does not tell the truth to her aunt at first because she does not want to hurt her or her mother.,train,Score: 1
885,17208,7,1,1,"She is perservering, as can be seen in paragraph 23. She heeds her aunt's advice and proceeds to write her essay. This shows an aspect of determination in Rose.",train,Score: 2
886,17072,7,0,0,She never wants to let anyone down. Aunt Kolab asked her if she felt weighed down by helping the family. Rose didn't say yes because she knew that it would hurt Aunt Kolab and it would also hurt her mother.,train,Score: 2
887,18091,7,2,2,ONE TRAIT TO DESCRIBE ROSE IS CARING. IN THE STORY WHEN SHE IS TALKING TO HER AUNT SHE HOLDS IN HOW SHE REALLY FEELS SO SHE DOESN'T HURT ANYONES FEELINGS.,train,Score: 2
890,17418,7,1,1,"One trait that can describe Rose is that she cares about what is right for the family instead of what she wants because when Anna said she doesn't care about money and she wants Papa home, thats being self-centered.  Rose shows the positive side of her father being gone and just accepts it and is willing to keep helping the family.",train,Score: 1
892,18332,7,2,2,"Rose is loving toward her family, a detail from the story is when her aunt made a statement about rose being weighed down because of all she was doing to help the family and she did not answer because it would hurt her aunt and her aunt would tell her mother.",train,Score: 2
893,16992,7,0,0,"Rose is upset, because she is trying hard to keep her family happy, and there is always so much to do. Rose's sister gets upset when they start talking about their father being gone.",train,Score: 2
895,16981,7,1,1,"One trait that can describe Rose is that she is responsible.  'The day, like most of her days, had been too long, too demanding.  From school she'd gone straight to the restaurant to work a four-hour shift, then straight home to help Aunt Kolab prepare a quick supper.  After that it was time to do homework.'  This shows that Rose has a lot of things to do and makes sure she takes care of everything.",train,Score: 2
897,17555,7,2,2,Rose respects her elderes and doesnt want to hurt their feelings.  Because when she is talking to her aunt she didnt want to tell the truth and hurt her feelings.,train,Score: 1.
898,17145,7,0,0,"Rose is very cluttered and busy.  in the story, it said that she was trying to squeeze her essay into her busy day.",train,Score: 1.
900,17866,7,0,0,Rose speakes her mind and tells how she feels about things.,train,Score: 1
901,17692,7,0,0,Rose realized she was a stronge person and could get through anything.,train,Score: 1
902,18081,7,0,0,"Rose is under stress/ pressure over all her school work, falling asleep while doing it.more stress is added when she has to help her brother graduate, and her mother being gone for work.",train,The answer provides a clear
903,17246,7,1,1,"She is caring. She talks to her sister, lessons to her and tells her that money isn't everything.",train,Score: 1.
